"Name","Created","model","fold","test_score","multimodal_state","Commit","runtime"
"toy_contains_token_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_ft","2026-03-05T21:12:52.000Z","LightGBM 💡","0","0.9999280756644012","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","6055.414158582687"
"toy_first_letter_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_ft","2026-03-05T21:11:20.000Z","LightGBM 💡","0","0.9808211840562088","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","9468.837416648865"
"toy_mass_ratio_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_ft","2026-03-05T21:05:58.000Z","LightGBM 💡","0","0.989035627222508","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","4542.312041759491"
"toy_complexity_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_ft","2026-03-05T21:04:47.000Z","LightGBM 💡","0","0.8767640283586429","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","2570.847424507141"
"toy_quadrant_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_ft","2026-03-05T21:00:34.000Z","LightGBM 💡","0","0.9231466689578168","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","4919.5525488853455"
"toy_capitalized_count_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T20:59:37.000Z","LightGBM 💡","0","0.9193039969739","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","683.5425803661346"
"toy_contains_token_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T20:57:28.000Z","LightGBM 💡","0","0.8363541554284892","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","419.81779742240906"
"toy_mass_ratio_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T20:53:06.000Z","LightGBM 💡","0","0.721678631866944","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","708.1583504676819"
"toy_complexity_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T20:47:20.000Z","LightGBM 💡","0","0.747897703128844","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","736.0641705989838"
"toy_quadrant_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T20:46:53.000Z","LightGBM 💡","0","0.5440901569398544","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","728.2512333393097"
"toy_capitalized_count_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:40:54.000Z","LightGBM 💡","2","0.908697363242818","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","713.7094759941101"
"toy_contains_token_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:34:53.000Z","LightGBM 💡","2","0.8196856906534326","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","726.7750954627991"
"toy_first_letter_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:34:24.000Z","LightGBM 💡","2","0.724087160389282","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","727.8328242301941"
"toy_mass_ratio_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:27:58.000Z","LightGBM 💡","2","0.702217475901863","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","712.1762392520905"
"toy_complexity_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:20:43.000Z","LightGBM 💡","2","0.7618925144812471","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","767.4779551029205"
"toy_quadrant_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_2_all","2026-03-05T20:15:24.000Z","LightGBM 💡","2","0.565052340180542","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","714.1012616157532"
"toy_capitalized_count_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T20:03:05.000Z","LightGBM 💡","1","0.941096120707771","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","3239.6145417690277"
"toy_contains_token_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T19:06:09.000Z","LightGBM 💡","1","0.9754378393929588","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","3385.3186218738556"
"toy_first_letter_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T19:02:46.000Z","LightGBM 💡","1","0.9804557946278164","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","7779.771015405655"
"toy_mass_ratio_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T18:58:53.000Z","LightGBM 💡","1","0.9900998218266126","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","4525.164068222046"
"toy_quadrant_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T18:58:49.000Z","LightGBM 💡","1","0.9241260269120212","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","4874.982651472092"
"toy_complexity_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_ft","2026-03-05T18:58:49.000Z","LightGBM 💡","1","0.872309693675963","ft","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","5702.543534994125"
"toy_capitalized_count_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_all","2026-03-05T18:58:47.000Z","LightGBM 💡","1","0.9117654925245392","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","416.5449833869934"
"toy_contains_token_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_1_all","2026-03-05T18:54:33.000Z","LightGBM 💡","1","0.8366238716869853","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","470.56446528434753"
"toy_first_letter_MUL_IMAGE_SOCIAL_PETFINDER_ADOPTION_0_all","2026-03-05T18:45:30.000Z","LightGBM 💡","0","0.7076636266475169","all","9a06b59236d5ba71c8e2ed71b0d61f449b6c286b","519.7184317111969"
