"Name","Created","Runtime","State","test_score","dataset","model","e5_model_name","fold"
"tabpfnv2p5_REG_TEXT_AIRBNB_SEATTLE_text_only_2","2026-09-03T13:58:42.000Z","497","finished","0.5079885290785371","REG_TEXT_AIRBNB_SEATTLE","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_MUL_TEXT_BOOKS_GOODREADS_text_only_0","2026-09-03T13:51:10.000Z","207","finished","0.7040275729891082","MUL_TEXT_BOOKS_GOODREADS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_MUL_TEXT_AMERICAN_EAGLE_PRICES_all_0","2026-09-03T13:49:24.000Z","545","finished","0.9977298980318794","MUL_TEXT_AMERICAN_EAGLE_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_WIKILIQ_PRICES_text_only_1","2026-09-03T13:48:37.000Z","601","finished","0.4055351613175241","REG_TEXT_WIKILIQ_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_MUL_TEXT_AMERICAN_EAGLE_PRICES_all_2","2026-09-03T13:46:06.000Z","478","finished","0.9977006469673718","MUL_TEXT_AMERICAN_EAGLE_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_no_text_2","2026-09-03T13:38:04.000Z","4","finished","0.9193176031112672","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_CHOCOLATE_BAR_RATINGS_all_0","2026-09-03T13:37:23.000Z","15","finished","0.3259094477375314","REG_TEXT_CHOCOLATE_BAR_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_WIKILIQ_PRICES_text_only_2","2026-09-03T13:37:08.000Z","437","finished","0.2728795558003585","REG_TEXT_WIKILIQ_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_RAMEN_RATINGS_text_only_2","2026-09-03T13:36:49.000Z","24","finished","0.14753145453064764","REG_TEXT_RAMEN_RATINGS","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_WINE_POLISH_MARKET_text_only_1","2026-09-03T13:36:05.000Z","33","finished","0.4498955567464221","REG_TEXT_WINE_POLISH_MARKET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_text_only_1","2026-09-03T13:35:21.000Z","34","finished","0.03532561264963441","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_USED_CAR_PAKISTAN_all_0","2026-09-03T13:34:07.000Z","64","finished","0.8484579384831917","REG_TEXT_USED_CAR_PAKISTAN","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_ANIME_PLANET_all_2","2026-09-03T13:28:21.000Z","516","finished","0.7744559687146542","REG_TEXT_ANIME_PLANET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_WIKILIQ_PRICES_text_only_0","2026-09-03T13:26:46.000Z","174","finished","0.37403286103141065","REG_TEXT_WIKILIQ_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_ANIME_PLANET_all_1","2026-09-03T13:23:12.000Z","204","finished","0.7705283582080457","REG_TEXT_ANIME_PLANET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_ANIME_PLANET_text_only_0","2026-09-03T13:19:37.000Z","204","finished","0.6397052945912352","REG_TEXT_ANIME_PLANET","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_BIN_TEXT_CALIFORNIA_PRICES_all_1","2026-09-03T13:19:35.000Z","1579","finished","0.9951174951174953","BIN_TEXT_CALIFORNIA_PRICES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_all_2","2026-09-03T05:41:32.000Z","116","finished","0.8032804237896213","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_text_only_2","2026-09-03T05:41:06.000Z","166","finished","0.046104648366969925","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_no_text_2","2026-09-03T05:41:05.000Z","25","finished","0.788899859269313","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_all_2","2026-09-03T05:41:02.000Z","48","finished","0.7170186641195295","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_text_only_2","2026-09-03T05:40:59.000Z","132","finished","0.03065135212725167","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_no_text_2","2026-09-03T05:40:55.000Z","29","finished","0.6954447749122334","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_FIFA22_WAGES_all_2","2026-09-03T05:40:18.000Z","82","finished","0.7640232327392296","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_FIFA22_WAGES_text_only_2","2026-09-03T05:40:14.000Z","42","finished","0.03945313708194065","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_FIFA22_WAGES_no_text_2","2026-09-03T05:39:53.000Z","17","finished","0.7779027136379016","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","2"
"cat_REG_TEXT_FIFA22_WAGES_all_2","2026-09-03T05:39:36.000Z","150","finished","0.7735576892407304","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_FIFA22_WAGES_text_only_2","2026-09-03T05:39:16.000Z","93","finished","0.043472750843798424","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_FIFA22_WAGES_no_text_2","2026-09-03T05:39:14.000Z","17","finished","0.7533171340116628","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","2"
"light_REG_TEXT_FIFA22_WAGES_all_2","2026-09-03T05:39:11.000Z","39","finished","0.7733824090308783","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_FIFA22_WAGES_text_only_2","2026-09-03T05:38:54.000Z","78","finished","0.02926381589429372","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_FIFA22_WAGES_no_text_2","2026-09-03T05:38:53.000Z","15","finished","0.75053433131645","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_all_1","2026-09-03T05:38:45.000Z","134","finished","0.7715182629128102","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_no_text_1","2026-09-03T05:38:28.000Z","19","finished","0.7743070914641483","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_all_1","2026-09-03T05:38:22.000Z","152","finished","0.7285482390223297","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_text_only_1","2026-09-03T05:38:13.000Z","169","finished","0.011773161468730642","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_no_text_1","2026-09-03T05:38:08.000Z","31","finished","0.7194460845660452","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_FIFA22_WAGES_all_1","2026-09-03T05:37:42.000Z","43","finished","0.7509762315867357","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_FIFA22_WAGES_text_only_1","2026-09-03T05:37:31.000Z","97","finished","0.04251645013521532","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_FIFA22_WAGES_no_text_1","2026-09-03T05:37:04.000Z","22","finished","0.758339001598454","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","1"
"cat_REG_TEXT_FIFA22_WAGES_all_1","2026-09-03T05:37:04.000Z","81","finished","0.7245363028932663","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_FIFA22_WAGES_text_only_1","2026-09-03T05:36:55.000Z","41","finished","0.03922606059203082","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_FIFA22_WAGES_no_text_1","2026-09-03T05:36:43.000Z","15","finished","0.7426802307558171","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","1"
"light_REG_TEXT_FIFA22_WAGES_all_1","2026-09-03T05:36:37.000Z","101","finished","0.716397428660926","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_FIFA22_WAGES_text_only_1","2026-09-03T05:36:22.000Z","148","finished","0.040489413884101766","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_FIFA22_WAGES_no_text_1","2026-09-03T05:36:21.000Z","14","finished","0.7176390764302902","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_FIFA22_WAGES_text_only_0","2026-09-03T05:36:02.000Z","123","finished","0.050153602764824945","REG_TEXT_FIFA22_WAGES","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_all_0","2026-09-03T05:35:25.000Z","95","finished","0.7810894216244613","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_no_text_0","2026-09-03T05:35:20.000Z","36","finished","0.759769369001144","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_FIFA22_WAGES_text_only_0","2026-09-03T05:35:20.000Z","170","finished","0.026229125202870796","REG_TEXT_FIFA22_WAGES","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_FIFA22_WAGES_all_0","2026-09-03T05:35:10.000Z","42","finished","0.7934557828991787","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_FIFA22_WAGES_text_only_0","2026-09-03T05:34:58.000Z","100","finished","0.05357187949936626","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_FIFA22_WAGES_no_text_0","2026-09-03T05:34:54.000Z","20","finished","0.766566751203316","REG_TEXT_FIFA22_WAGES","TabM Ⓜ️","intfloat/e5-small-v2","0"
"cat_REG_TEXT_FIFA22_WAGES_all_0","2026-09-03T05:34:32.000Z","103","finished","0.7995608654351423","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_FIFA22_WAGES_text_only_0","2026-09-03T05:34:23.000Z","40","finished","0.0519644545817598","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_FIFA22_WAGES_no_text_0","2026-09-03T05:34:10.000Z","16","finished","0.7785089136128377","REG_TEXT_FIFA22_WAGES","CatBoost 😸","intfloat/e5-small-v2","0"
"light_REG_TEXT_FIFA22_WAGES_all_0","2026-09-03T05:34:01.000Z","78","finished","0.8044133658369429","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_FIFA22_WAGES_text_only_0","2026-09-03T05:33:41.000Z","39","finished","0.049809255349429704","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_FIFA22_WAGES_no_text_0","2026-09-03T05:33:40.000Z","14","finished","0.7740545117095728","REG_TEXT_FIFA22_WAGES","LightGBM 💡","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_all_2","2026-09-03T05:28:52.000Z","121","finished","0.9260943531990052","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_text_only_2","2026-09-03T05:28:47.000Z","86","finished","0.21805208921432495","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_all_2","2026-09-03T05:28:30.000Z","99","finished","0.9083818197250366","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_text_only_2","2026-09-03T05:28:25.000Z","81","finished","0.19176840782165527","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_no_text_2","2026-09-03T05:28:21.000Z","20","finished","0.9111446142196656","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_USED_CAR_SAUDI_all_2","2026-09-03T05:28:11.000Z","118","finished","0.914148449897766","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_USED_CAR_SAUDI_text_only_2","2026-09-03T05:28:04.000Z","36","finished","0.2416636347770691","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","2"
"tabm_REG_TEXT_USED_CAR_SAUDI_no_text_2","2026-09-03T05:27:39.000Z","25","finished","0.90500670671463","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","2"
"cat_REG_TEXT_USED_CAR_SAUDI_all_2","2026-09-03T05:27:37.000Z","74","finished","0.9142465344389163","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_USED_CAR_SAUDI_text_only_2","2026-09-03T05:27:22.000Z","35","finished","0.23716425669701524","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","2"
"cat_REG_TEXT_USED_CAR_SAUDI_no_text_2","2026-09-03T05:27:13.000Z","23","finished","0.8847660925295467","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","2"
"light_REG_TEXT_USED_CAR_SAUDI_all_2","2026-09-03T05:27:11.000Z","69","finished","0.9137791789433778","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_USED_CAR_SAUDI_text_only_2","2026-09-03T05:27:02.000Z","76","finished","0.23643244469406277","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","2"
"light_REG_TEXT_USED_CAR_SAUDI_no_text_2","2026-09-03T05:26:57.000Z","14","finished","0.8945780559925017","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","2"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_all_1","2026-09-03T05:26:56.000Z","88","finished","0.9002513289451599","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_text_only_1","2026-09-03T05:26:46.000Z","120","finished","0.15549296140670776","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_no_text_1","2026-09-03T05:26:41.000Z","17","finished","0.8304659724235535","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_all_1","2026-09-03T05:26:40.000Z","37","finished","0.8712447881698608","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_text_only_1","2026-09-03T05:26:29.000Z","66","finished","0.14289647340774536","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_no_text_1","2026-09-03T05:26:14.000Z","19","finished","0.8455287218093872","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_USED_CAR_SAUDI_all_1","2026-09-03T05:25:58.000Z","36","finished","0.9105262756347656","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_USED_CAR_SAUDI_text_only_1","2026-09-03T05:25:47.000Z","81","finished","0.1943468451499939","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","1"
"tabm_REG_TEXT_USED_CAR_SAUDI_no_text_1","2026-09-03T05:25:37.000Z","15","finished","0.8437171578407288","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","1"
"cat_REG_TEXT_USED_CAR_SAUDI_all_1","2026-09-03T05:25:27.000Z","82","finished","0.9326610793718206","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_USED_CAR_SAUDI_text_only_1","2026-09-03T05:25:27.000Z","59","finished","0.1909587827930909","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","1"
"cat_REG_TEXT_USED_CAR_SAUDI_no_text_1","2026-09-03T05:25:01.000Z","19","finished","0.8288875703278604","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","1"
"light_REG_TEXT_USED_CAR_SAUDI_all_1","2026-09-03T05:25:00.000Z","34","finished","0.91669143991905","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_USED_CAR_SAUDI_text_only_1","2026-09-03T05:24:50.000Z","78","finished","0.1879685008602202","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","1"
"light_REG_TEXT_USED_CAR_SAUDI_no_text_1","2026-09-03T05:24:44.000Z","13","finished","0.8448270980501769","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","1"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_all_0","2026-09-03T05:24:40.000Z","122","finished","0.9350465536117554","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_text_only_0","2026-09-03T05:24:23.000Z","77","finished","0.2075738310813904","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2p5_REG_TEXT_USED_CAR_SAUDI_no_text_0","2026-09-03T05:24:19.000Z","18","finished","0.8667473793029785","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2p5 🇩🇪","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_all_0","2026-09-03T05:24:13.000Z","68","finished","0.8302856087684631","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_text_only_0","2026-09-03T05:24:02.000Z","35","finished","0.157667338848114","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabpfnv2_REG_TEXT_USED_CAR_SAUDI_no_text_0","2026-09-03T05:23:57.000Z","19","finished","0.8203819394111633","REG_TEXT_USED_CAR_SAUDI","TabPFN-v2 🤯","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_USED_CAR_SAUDI_all_0","2026-09-03T05:23:32.000Z","83","finished","0.9066693782806396","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_USED_CAR_SAUDI_text_only_0","2026-09-03T05:23:20.000Z","38","finished","0.2539263963699341","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","0"
"tabm_REG_TEXT_USED_CAR_SAUDI_no_text_0","2026-09-03T05:22:59.000Z","15","finished","0.8867270350456238","REG_TEXT_USED_CAR_SAUDI","TabM Ⓜ️","intfloat/e5-small-v2","0"
"cat_REG_TEXT_USED_CAR_SAUDI_all_0","2026-09-03T05:22:55.000Z","72","finished","0.8863000078905657","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_USED_CAR_SAUDI_text_only_0","2026-09-03T05:22:38.000Z","72","finished","0.26242418566103076","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","0"
"cat_REG_TEXT_USED_CAR_SAUDI_no_text_0","2026-09-03T05:22:28.000Z","22","finished","0.8255250820650208","REG_TEXT_USED_CAR_SAUDI","CatBoost 😸","intfloat/e5-small-v2","0"
"light_REG_TEXT_USED_CAR_SAUDI_all_0","2026-09-03T05:22:24.000Z","108","finished","0.8753444256417573","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_USED_CAR_SAUDI_text_only_0","2026-09-03T05:22:13.000Z","74","finished","0.2481503182818117","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","0"
"light_REG_TEXT_USED_CAR_SAUDI_no_text_0","2026-09-03T05:21:58.000Z","13","finished","0.8550064464512881","REG_TEXT_USED_CAR_SAUDI","LightGBM 💡","intfloat/e5-small-v2","0"
